SaleID,CustomerID,ProductID,SaleDate,Quantity,SalesRep
8302,56,56,2024-01-17,3,Jerry Lucero
8303,465,21,2023-07-17,1,David Foley
8304,485,70,2025-06-03,6,Thomas Tucker
8305,82,46,2024-09-29,1,Lisa Gonzalez
8306,178,79,2023-04-07,5,Nicole Winters
8307,471,23,2023-10-30,9,Christine Rios
8308,70,60,2022-11-14,10,Tony Diaz
8309,419,36,2024-11-29,8,Elizabeth Kim
8310,6,41,2022-10-03,8,Christopher Johnson
8311,470,92,2023-09-06,10,Kirk Alvarez
8312,199,48,2022-10-07,6,Rodney Johnson
8313,331,49,2025-04-16,7,Misty Torres
8314,192,71,2023-01-06,8,David Evans
8315,468,98,2024-09-21,10,Christopher Johnson
8316,382,69,2024-10-01,3,Matthew Howe
8317,322,16,2022-01-13,4,Joyce Harris
8318,147,80,2022-08-07,9,Daniel Gonzalez
8319,96,43,2021-11-27,1,Christopher Johnson
8320,192,73,2021-10-08,7,Debra Ruiz
8321,129,64,2022-03-24,7,Tony Diaz
8322,259,11,2024-12-17,5,Parker Hayes
8323,224,62,2023-06-17,7,Thomas Tucker
8324,222,14,2024-10-11,7,Jerry Lucero
8325,12,5,2023-12-13,4,Matthew Howe
8326,130,29,2022-08-28,5,Parker Hayes
8327,260,92,2023-01-22,2,Brian Smith
8328,244,74,2025-08-27,5,David Evans
8329,167,98,2025-02-22,10,Christine Rios
8330,235,95,2021-12-13,7,Joseph Miller
8331,132,77,2024-02-04,6,Jerry Lucero
8332,329,11,2022-09-21,4,Kirk Alvarez
8333,266,80,2022-02-04,2,Matthew Howe
8334,30,98,2025-07-31,8,David Foley
8335,80,43,2025-07-19,8,David Russell
8336,104,56,2025-05-25,1,Tiffany Page
8337,240,22,2024-07-21,7,Christine Rios
8338,6,42,2022-05-03,6,Tiffany Page
8339,148,37,2023-07-19,7,Erika Stanley
8340,206,57,2024-12-23,10,Parker Hayes
8341,162,13,2022-01-26,6,Angela Smith
8342,26,38,2022-06-28,7,Larry Medina
8343,227,79,2024-05-31,4,Debra Ruiz
8344,323,47,2024-10-30,1,Daniel Gonzalez
8345,79,17,2024-04-23,7,Brian Smith
8346,447,49,2023-11-10,2,Debra Ruiz
8347,456,33,2023-07-01,6,Joseph Miller
8348,268,24,2023-09-03,5,Rodney Johnson
8349,500,58,2022-01-23,8,Nicole Winters
8350,68,57,2022-05-10,2,Cindy Clark
8351,255,1,2025-04-15,10,Matthew Howe
8352,363,78,2025-03-20,1,Daniel Gonzalez
8353,210,69,2023-08-02,9,Tony Diaz
8354,230,72,2025-02-26,4,Daniel Gonzalez
8355,335,60,2023-07-15,4,Rodney Johnson
8356,348,44,2024-04-30,4,Tiffany Page
8357,312,90,2023-03-12,10,Ashley Williams
8358,299,73,2022-06-24,4,Joyce Harris
8359,350,8,2024-08-11,7,Thomas Tucker
8360,427,96,2021-11-19,7,Angela Smith
8361,278,32,2022-07-14,6,David Evans
8362,390,16,2022-08-18,1,Jill Bonilla
8363,324,2,2024-09-04,7,Christine Rios
8364,407,90,2022-09-25,3,Thomas Tucker
8365,10,22,2023-04-10,6,David Russell
8366,500,12,2023-03-24,3,Thomas Tucker
8367,107,6,2023-05-31,9,David Foley
8368,499,71,2025-08-11,6,Debra Ruiz
8369,232,92,2023-04-20,8,Erika Stanley
8370,9,70,2022-06-10,10,Christopher Johnson
8371,211,83,2022-08-07,6,Matthew Howe
8372,400,14,2021-12-15,3,Christopher Johnson
8373,281,22,2025-05-18,9,Brian Smith
8374,407,30,2024-03-20,2,Parker Hayes
8375,433,100,2023-05-11,7,Larry Medina
8376,483,75,2025-07-23,1,George Hamilton MD
8377,172,29,2022-08-26,5,Cindy Clark
8378,90,37,2024-12-21,7,Rodney Johnson
8379,157,3,2021-10-09,5,Christopher Johnson
8380,186,81,2024-08-24,6,Cindy Clark
8381,391,28,2024-08-27,1,Parker Hayes
8382,324,83,2023-08-23,4,Christine Rios
8383,440,66,2025-01-25,8,Joyce Harris
8384,220,29,2024-01-30,2,Cindy Clark
8385,460,10,2024-01-09,9,Rodney Johnson
8386,357,21,2022-11-06,3,Joyce Harris
8387,85,46,2024-11-28,8,Matthew Howe
8388,217,39,2022-05-15,10,Tiffany Page
8389,402,67,2025-05-17,2,Tiffany Page
8390,210,61,2022-08-15,5,Christine Rios
8391,108,41,2024-04-11,1,Joseph Miller
8392,150,42,2025-06-01,1,Misty Torres
8393,305,88,2024-08-02,4,Angela Smith
8394,45,19,2022-11-14,3,George Hamilton MD
8395,403,7,2022-05-03,8,Erika Stanley
8396,455,98,2023-03-24,2,Larry Medina
8397,376,54,2024-01-09,5,Tiffany Page
8398,401,7,2022-05-05,8,Jill Bonilla
8399,156,11,2021-12-15,8,Cindy Clark
8400,39,63,2024-05-03,4,Kirk Alvarez
8401,92,61,2025-07-26,10,Parker Hayes
8402,15,27,2022-04-13,1,George Hamilton MD
8403,180,26,2021-09-26,2,Rodney Johnson
8404,448,20,2025-03-20,7,Elizabeth Kim
8405,314,54,2022-04-19,1,Tony Diaz
8406,169,98,2023-02-28,7,Joseph Miller
8407,248,41,2024-06-28,9,Brian Smith
8408,493,19,2022-09-08,7,Debra Ruiz
8409,414,59,2023-02-27,6,Tony Diaz
8410,339,98,2021-12-03,4,Benjamin Figueroa
8411,317,7,2022-06-18,4,Elizabeth Kim
8412,335,77,2022-08-17,7,Erika Stanley
8413,6,73,2025-08-15,7,David Russell
8414,455,61,2023-08-27,9,Angela Smith
8415,278,71,2023-07-26,3,Ashley Williams
8416,46,44,2022-05-05,2,David Russell
8417,249,100,2024-10-12,9,Erika Stanley
8418,254,80,2025-05-29,10,Joyce Harris
8419,269,31,2022-03-14,5,Joyce Harris
8420,434,85,2024-02-14,2,Nicole Winters
8421,11,60,2024-06-20,9,Brian Smith
8422,54,11,2024-06-05,7,Parker Hayes
8423,25,80,2022-08-13,6,Angela Smith
8424,226,17,2022-10-07,8,Lisa Gonzalez
8425,177,53,2023-04-25,3,Tony Diaz
8426,471,11,2021-12-09,8,Tiffany Page
8427,44,9,2023-10-13,6,Benjamin Figueroa
8428,64,47,2024-03-06,1,Brian Smith
8429,259,77,2025-08-15,6,Christine Rios
8430,437,44,2022-02-24,6,Ashley Williams
8431,232,34,2022-01-25,3,Misty Torres
8432,112,17,2025-06-17,1,Joseph Miller
8433,246,96,2024-07-05,10,David Russell
8434,426,55,2023-04-21,2,Daniel Gonzalez
8435,64,74,2023-11-10,8,Benjamin Figueroa
8436,121,71,2025-05-20,5,David Foley
8437,329,92,2024-07-30,2,David Russell
8438,473,85,2023-03-24,10,Christine Rios
8439,213,66,2021-12-10,7,Brian Smith
8440,15,41,2024-10-02,3,Rodney Johnson
8441,27,32,2025-02-14,3,Tiffany Page
8442,143,3,2021-11-16,8,George Hamilton MD
8443,273,89,2025-07-01,3,Nicole Winters
8444,95,14,2024-07-31,8,Tiffany Page
8445,233,89,2024-03-17,4,Tony Diaz
8446,239,67,2025-02-17,1,Misty Torres
8447,225,15,2023-11-14,3,David Russell
8448,357,83,2024-04-28,10,Tony Diaz
8449,285,24,2021-11-03,2,Erika Stanley
8450,363,83,2022-07-22,5,Nicole Winters
8451,60,32,2025-07-10,10,Christine Rios
8452,108,4,2024-12-18,3,Lisa Gonzalez
8453,12,87,2021-10-30,5,Angela Smith
8454,348,87,2024-12-26,1,Parker Hayes
8455,67,7,2024-05-09,2,Jerry Lucero
8456,399,5,2021-09-26,4,Thomas Tucker
8457,99,41,2022-07-31,8,Joyce Harris
8458,266,64,2023-04-14,7,Daniel Gonzalez
8459,423,94,2021-09-17,1,Joyce Harris
8460,373,78,2024-09-16,9,Misty Torres
8461,246,71,2022-04-21,6,Nicole Winters
8462,286,29,2025-03-14,2,Daniel Gonzalez
8463,113,69,2025-04-11,8,Jerry Lucero
8464,443,21,2022-04-26,9,Joyce Harris
8465,302,70,2023-09-20,9,Joyce Harris
8466,237,1,2025-02-09,1,Elizabeth Kim
8467,21,19,2023-02-16,7,Jill Bonilla
8468,258,77,2022-01-02,5,Tony Diaz
8469,93,14,2022-01-04,6,Christopher Johnson
8470,46,15,2024-08-04,7,Brian Smith
8471,167,26,2023-05-25,6,Matthew Howe
8472,15,40,2022-04-30,9,Kirk Alvarez
8473,373,65,2021-10-18,8,Daniel Gonzalez
8474,354,18,2023-06-18,8,Matthew Howe
8475,342,11,2023-04-15,1,Tiffany Page
8476,409,83,2022-02-14,5,Lisa Gonzalez
8477,78,29,2025-02-19,4,Christopher Johnson
8478,169,39,2022-09-24,3,Jill Bonilla
8479,345,50,2025-03-20,7,Joyce Harris
8480,313,39,2022-09-17,10,Christine Rios
8481,270,35,2023-06-23,6,Cindy Clark
8482,371,47,2024-05-30,4,Rodney Johnson
8483,197,71,2022-02-26,6,Angela Smith
8484,79,53,2022-12-17,8,Daniel Gonzalez
8485,169,49,2022-01-16,5,David Russell
8486,29,78,2023-06-14,4,Cindy Clark
8487,435,50,2025-04-16,2,Jerry Lucero
8488,157,45,2025-06-07,8,Larry Medina
8489,21,42,2025-05-20,8,Christopher Johnson
8490,8,59,2025-07-28,6,Benjamin Figueroa
8491,493,45,2021-11-23,1,Christine Rios
8492,262,15,2024-08-16,10,Debra Ruiz
8493,434,41,2024-06-17,3,Cindy Clark
8494,446,25,2025-06-14,5,Joyce Harris
8495,185,32,2023-11-10,6,Cindy Clark
8496,409,33,2023-08-13,2,Kirk Alvarez
8497,199,5,2023-07-14,8,Tony Diaz
8498,225,26,2022-02-19,6,Erika Stanley
8499,334,35,2022-01-29,6,Benjamin Figueroa
8500,154,6,2021-10-17,4,Thomas Tucker
8501,204,71,2025-03-02,9,David Foley
8502,283,89,2023-04-11,8,Debra Ruiz
8503,310,18,2024-09-12,4,Jerry Lucero
8504,457,93,2025-04-18,9,Tony Diaz
8505,227,5,2024-02-18,7,Cindy Clark
8506,181,73,2025-02-01,9,Nicole Winters
8507,76,84,2025-03-02,3,Erika Stanley
8508,432,19,2023-01-02,4,Tiffany Page
8509,300,41,2023-06-23,6,Christine Rios
8510,320,16,2022-09-20,8,Rodney Johnson
8511,353,22,2024-03-08,5,David Russell
8512,253,35,2022-07-08,5,Matthew Howe
8513,149,55,2025-02-04,5,George Hamilton MD
8514,492,65,2022-08-10,5,Christopher Johnson
8515,57,66,2022-01-20,8,Joyce Harris
8516,301,47,2023-10-24,6,Joyce Harris
8517,278,88,2024-08-08,8,Brian Smith
8518,42,21,2022-03-14,10,Daniel Gonzalez
8519,347,95,2023-03-04,3,Erika Stanley
8520,179,28,2024-03-16,9,Angela Smith
8521,243,42,2025-01-24,8,Rodney Johnson
8522,359,98,2023-05-16,5,Jill Bonilla
8523,62,10,2025-02-23,5,Misty Torres
8524,253,1,2024-02-23,3,Angela Smith
8525,157,40,2021-12-09,5,Benjamin Figueroa
8526,105,74,2022-04-23,8,Jerry Lucero
8527,238,53,2021-11-27,1,Lisa Gonzalez
8528,165,13,2023-12-12,2,Elizabeth Kim
8529,62,56,2024-12-05,10,Joyce Harris
8530,498,76,2022-07-05,6,Benjamin Figueroa
8531,401,63,2021-09-22,3,George Hamilton MD
8532,183,32,2024-01-20,10,David Evans
8533,7,40,2022-02-28,1,Misty Torres
8534,178,14,2022-04-08,9,Joseph Miller
8535,14,84,2025-03-09,6,Tiffany Page
8536,10,82,2022-02-23,8,Parker Hayes
8537,292,87,2024-11-18,9,Brian Smith
8538,65,38,2021-11-27,9,Nicole Winters
8539,150,53,2023-03-11,7,Elizabeth Kim
8540,344,40,2023-03-06,3,David Evans
8541,495,25,2022-12-02,10,George Hamilton MD
8542,24,29,2021-12-31,8,Angela Smith
8543,475,15,2024-03-24,10,Cindy Clark
8544,49,11,2024-11-08,5,Misty Torres
8545,165,12,2023-10-01,6,Benjamin Figueroa
8546,239,29,2024-09-20,6,Joyce Harris
8547,32,93,2023-06-02,1,Lisa Gonzalez
8548,298,44,2022-12-07,8,David Russell
8549,328,47,2025-08-01,10,David Evans
8550,348,77,2022-08-30,1,Debra Ruiz
8551,57,10,2024-12-20,9,Parker Hayes
8552,28,27,2023-06-11,7,Jerry Lucero
8553,262,93,2023-01-16,7,Lisa Gonzalez
8554,158,97,2024-04-14,7,Larry Medina
8555,458,12,2024-07-15,3,Jill Bonilla
8556,265,12,2024-10-29,5,Debra Ruiz
8557,325,32,2025-04-08,6,Lisa Gonzalez
8558,265,71,2021-12-06,9,Elizabeth Kim
8559,42,40,2023-06-29,9,Jill Bonilla
8560,83,45,2023-08-03,9,Lisa Gonzalez
8561,168,83,2023-07-26,1,Joyce Harris
8562,331,96,2022-11-29,9,Christopher Johnson
8563,403,33,2024-01-06,2,Cindy Clark
8564,182,71,2025-01-22,4,Thomas Tucker
8565,389,17,2025-04-08,5,Christine Rios
8566,349,86,2024-05-28,2,Matthew Howe
8567,207,51,2024-09-03,9,Parker Hayes
8568,387,67,2024-04-05,2,Christopher Johnson
8569,107,31,2022-03-16,3,Debra Ruiz
8570,424,45,2024-10-31,10,Elizabeth Kim
8571,287,1,2021-12-29,6,Debra Ruiz
8572,6,12,2022-10-07,10,David Evans
8573,236,59,2023-10-16,6,Tony Diaz
8574,162,23,2025-04-25,9,George Hamilton MD
8575,217,4,2023-09-15,8,Benjamin Figueroa
8576,218,67,2022-04-19,4,Benjamin Figueroa
8577,178,11,2021-10-31,3,Angela Smith
8578,364,73,2025-01-20,6,Christopher Johnson
8579,117,22,2023-12-04,6,Tony Diaz
8580,126,36,2024-09-19,8,George Hamilton MD
8581,437,5,2024-06-22,7,Joseph Miller
8582,62,62,2025-08-02,3,Joyce Harris
8583,457,85,2022-04-14,1,Erika Stanley
8584,34,40,2022-03-13,8,Larry Medina
8585,120,56,2025-01-09,10,Tony Diaz
8586,233,37,2022-03-10,9,Tony Diaz
8587,394,3,2024-09-27,8,Ashley Williams
8588,322,12,2023-11-11,10,Thomas Tucker
8589,83,65,2024-06-23,6,Nicole Winters
8590,203,14,2023-09-03,1,Larry Medina
8591,106,5,2025-05-14,1,Daniel Gonzalez
8592,290,57,2022-05-30,6,Brian Smith
8593,197,11,2022-07-08,5,Cindy Clark
8594,403,43,2021-11-15,8,Misty Torres
8595,171,90,2025-05-04,7,David Foley
8596,254,81,2024-08-16,1,Ashley Williams
8597,35,73,2023-03-29,2,Kirk Alvarez
8598,419,40,2024-12-31,10,Daniel Gonzalez
8599,335,88,2022-10-18,10,Jill Bonilla
8600,150,24,2021-10-03,8,David Russell
8601,94,42,2025-02-23,5,Nicole Winters
8602,53,85,2025-06-24,5,Jerry Lucero
8603,99,94,2022-08-03,9,Ashley Williams
8604,379,26,2024-01-10,3,Kirk Alvarez
8605,461,36,2023-12-12,7,David Foley
8606,278,68,2022-02-18,6,Tony Diaz
8607,151,2,2023-08-04,10,Misty Torres
8608,179,10,2021-12-04,2,Joyce Harris
8609,338,85,2024-07-02,2,Debra Ruiz
8610,258,49,2022-02-05,1,Benjamin Figueroa
8611,125,26,2024-10-28,7,Nicole Winters
8612,111,88,2022-06-04,1,Joyce Harris
8613,152,27,2023-04-05,7,Joseph Miller
8614,290,67,2022-10-19,5,Jerry Lucero
8615,390,58,2022-08-18,8,Lisa Gonzalez
8616,72,36,2023-07-04,1,Brian Smith
8617,364,61,2025-05-25,3,Christopher Johnson
8618,279,88,2023-07-16,6,David Foley
8619,160,87,2022-05-11,1,Jill Bonilla
8620,336,62,2025-08-27,3,Cindy Clark
8621,107,34,2024-10-26,9,Brian Smith
8622,77,31,2024-01-16,2,Erika Stanley
8623,476,17,2025-04-30,9,David Evans
8624,102,33,2023-08-04,7,Brian Smith
8625,486,73,2023-05-14,1,Christine Rios
8626,193,77,2024-06-28,7,Tony Diaz
8627,75,77,2025-07-17,9,George Hamilton MD
8628,292,60,2023-10-28,7,Thomas Tucker
8629,84,93,2024-01-28,4,Benjamin Figueroa
8630,285,56,2022-11-29,9,Tony Diaz
8631,239,58,2024-10-20,7,Jerry Lucero
8632,77,87,2022-09-20,8,Nicole Winters
8633,480,73,2022-09-23,5,Matthew Howe
8634,481,2,2021-10-27,4,Jill Bonilla
8635,271,76,2023-04-26,2,Larry Medina
8636,57,86,2024-10-26,10,David Foley
8637,258,81,2024-12-25,5,Ashley Williams
8638,490,85,2025-05-11,2,Thomas Tucker
8639,110,45,2023-02-12,8,Daniel Gonzalez
8640,296,10,2023-12-21,6,David Evans
8641,295,97,2023-04-15,7,Tony Diaz
8642,253,27,2022-09-03,3,Rodney Johnson
8643,151,13,2024-08-16,4,Christopher Johnson
8644,102,8,2023-07-28,4,Elizabeth Kim
8645,238,96,2023-04-22,2,Ashley Williams
8646,440,7,2023-09-01,2,Erika Stanley
8647,23,43,2025-01-14,5,Jill Bonilla
8648,491,44,2024-11-28,6,Parker Hayes
8649,203,48,2022-03-03,3,David Evans
8650,166,18,2024-04-30,9,Parker Hayes
8651,208,100,2025-07-30,4,George Hamilton MD
8652,308,88,2023-12-20,9,Cindy Clark
8653,276,91,2025-05-25,10,David Foley
8654,307,4,2022-08-21,7,Joyce Harris
8655,413,21,2021-10-21,1,Cindy Clark
8656,418,51,2022-01-08,9,Erika Stanley
8657,45,87,2024-05-14,10,Brian Smith
8658,52,52,2021-11-10,8,Larry Medina
8659,19,80,2022-11-08,7,Jill Bonilla
8660,12,39,2023-10-08,8,Thomas Tucker
8661,133,71,2021-11-30,7,Nicole Winters
8662,44,58,2025-02-19,3,Tony Diaz
8663,407,17,2024-10-26,1,Larry Medina
8664,61,86,2025-07-26,3,Lisa Gonzalez
8665,142,94,2024-05-25,7,Christine Rios
8666,264,40,2023-09-18,6,Christopher Johnson
8667,378,47,2025-02-19,9,Elizabeth Kim
8668,482,13,2023-11-25,4,Kirk Alvarez
8669,129,44,2023-11-05,9,Kirk Alvarez
8670,343,40,2023-10-24,1,Ashley Williams
8671,346,80,2025-06-30,6,Daniel Gonzalez
8672,236,49,2025-03-15,1,Cindy Clark
8673,403,26,2022-03-11,7,Brian Smith
8674,417,26,2023-08-18,1,Erika Stanley
8675,81,82,2022-02-20,10,Benjamin Figueroa
8676,289,9,2024-10-12,2,Brian Smith
8677,93,83,2022-06-05,5,Brian Smith
8678,182,52,2023-09-29,7,Kirk Alvarez
8679,44,39,2023-02-01,5,Kirk Alvarez
8680,346,10,2022-03-13,5,Angela Smith
8681,445,100,2022-06-15,1,Rodney Johnson
8682,221,38,2024-04-06,9,Nicole Winters
8683,143,97,2023-02-27,5,Joyce Harris
8684,483,75,2024-11-11,9,Larry Medina
8685,135,87,2022-08-21,2,David Foley
8686,229,62,2022-08-23,4,Elizabeth Kim
8687,385,62,2023-08-11,3,Nicole Winters
8688,326,44,2022-04-09,8,Nicole Winters
8689,290,45,2025-09-09,3,Nicole Winters
8690,311,18,2024-10-15,8,Joseph Miller
8691,281,60,2022-05-11,7,David Evans
8692,94,22,2023-08-09,8,Debra Ruiz
8693,277,82,2025-04-07,8,Jill Bonilla
8694,349,30,2023-10-12,8,David Evans
8695,430,71,2025-01-26,7,Debra Ruiz
8696,339,51,2022-06-03,9,Kirk Alvarez
8697,122,10,2023-09-25,7,Benjamin Figueroa
8698,462,33,2021-11-18,5,Daniel Gonzalez
8699,218,44,2022-10-14,2,Daniel Gonzalez
8700,484,54,2025-03-17,3,Larry Medina
8701,406,100,2022-05-15,1,Tony Diaz
8702,454,85,2022-08-30,1,Lisa Gonzalez
8703,167,35,2024-01-26,9,Tiffany Page
8704,138,36,2022-07-09,4,Tony Diaz
8705,219,59,2023-02-12,1,Christopher Johnson
8706,387,25,2023-09-15,6,Jerry Lucero
8707,136,91,2024-08-31,9,Parker Hayes
8708,357,48,2024-01-03,3,Daniel Gonzalez
8709,181,8,2021-10-21,10,Brian Smith
8710,350,81,2025-09-02,7,Tiffany Page
8711,258,29,2023-05-12,2,Misty Torres
8712,146,31,2023-03-27,6,Jill Bonilla
8713,407,29,2022-06-05,5,David Evans
8714,1,74,2022-02-19,7,Rodney Johnson
8715,106,82,2025-09-03,4,Jerry Lucero
8716,136,43,2022-07-30,1,Nicole Winters
8717,211,89,2022-11-03,4,Cindy Clark
8718,408,68,2025-01-26,1,Angela Smith
8719,474,67,2022-11-24,1,Angela Smith
8720,471,85,2021-09-27,2,Lisa Gonzalez
8721,467,54,2025-03-26,2,Joyce Harris
8722,463,70,2024-12-29,5,Nicole Winters
8723,226,11,2025-04-08,1,Christopher Johnson
8724,160,34,2022-07-08,10,Nicole Winters
8725,268,89,2025-04-24,2,Christine Rios
8726,72,25,2022-08-13,10,Elizabeth Kim
8727,343,23,2025-01-16,4,Cindy Clark
8728,374,15,2022-11-08,6,David Foley
8729,57,9,2025-01-28,7,Tiffany Page
8730,111,61,2022-04-05,1,Lisa Gonzalez
8731,312,97,2023-07-17,8,Thomas Tucker
8732,217,7,2023-02-19,5,Christine Rios
8733,390,7,2024-01-06,2,Christopher Johnson
8734,239,34,2023-01-16,3,Benjamin Figueroa
8735,396,76,2023-06-22,6,Joyce Harris
8736,454,93,2022-01-19,6,David Russell
8737,336,38,2021-09-22,4,Jill Bonilla
8738,413,23,2023-09-26,8,Lisa Gonzalez
8739,361,63,2022-01-06,7,Misty Torres
8740,437,59,2023-03-05,3,George Hamilton MD
8741,375,6,2022-08-30,1,Nicole Winters
8742,401,69,2022-04-02,1,Christopher Johnson
8743,190,39,2024-02-24,6,Larry Medina
8744,258,60,2024-12-29,10,Elizabeth Kim
8745,432,50,2025-07-06,1,Christopher Johnson
8746,478,85,2022-04-14,8,Cindy Clark
8747,192,63,2024-05-13,9,Cindy Clark
8748,393,99,2022-06-02,5,Elizabeth Kim
8749,359,18,2022-11-01,10,David Foley
8750,423,35,2025-01-27,5,David Russell
8751,226,61,2021-12-14,5,Angela Smith
8752,374,85,2023-09-30,5,Joseph Miller
8753,404,61,2021-12-01,8,Tony Diaz
8754,179,79,2022-02-04,5,Tiffany Page
8755,178,9,2024-12-22,6,Thomas Tucker
8756,195,64,2024-02-13,1,David Foley
8757,474,14,2022-08-04,5,Christine Rios
8758,331,45,2023-08-30,2,Angela Smith
8759,474,49,2022-02-22,9,Daniel Gonzalez
8760,435,6,2021-11-11,7,Parker Hayes
8761,263,19,2023-12-11,5,Misty Torres
8762,291,58,2025-08-31,9,Christine Rios
8763,387,25,2024-04-29,6,George Hamilton MD
8764,363,19,2023-08-22,3,Elizabeth Kim
8765,291,47,2025-04-16,8,Ashley Williams
8766,60,20,2024-10-09,10,Jerry Lucero
8767,316,53,2022-07-25,7,Thomas Tucker
8768,453,93,2022-11-27,1,Lisa Gonzalez
8769,297,26,2023-03-27,3,Tiffany Page
8770,179,52,2024-07-14,4,Elizabeth Kim
8771,171,89,2023-03-25,2,David Foley
8772,215,87,2022-09-14,10,Erika Stanley
8773,322,60,2023-04-27,9,David Russell
8774,150,5,2022-01-23,8,Thomas Tucker
8775,126,15,2024-10-21,9,Debra Ruiz
8776,319,31,2022-01-11,6,Daniel Gonzalez
8777,206,59,2024-11-25,1,Benjamin Figueroa
8778,129,95,2022-04-10,2,Debra Ruiz
8779,484,88,2025-03-13,8,Jerry Lucero
8780,333,48,2024-02-11,4,Kirk Alvarez
8781,154,85,2022-04-27,1,Kirk Alvarez
8782,274,65,2024-04-29,4,Christopher Johnson
8783,466,51,2023-11-03,5,Elizabeth Kim
8784,158,23,2021-11-03,10,Daniel Gonzalez
8785,88,40,2023-10-21,7,Larry Medina
8786,222,81,2022-01-02,6,Tiffany Page
8787,160,7,2022-02-24,10,Benjamin Figueroa
8788,20,95,2022-09-12,3,Thomas Tucker
8789,214,73,2023-04-12,10,Lisa Gonzalez
8790,204,4,2022-10-21,3,Lisa Gonzalez
8791,446,84,2023-04-12,3,Daniel Gonzalez
8792,53,84,2022-07-18,4,Christopher Johnson
8793,486,7,2022-01-07,10,Tiffany Page
8794,128,28,2022-03-05,2,Elizabeth Kim
8795,413,42,2023-03-15,3,David Russell
8796,118,56,2025-08-09,9,Cindy Clark
8797,257,2,2024-10-20,4,Ashley Williams
8798,213,31,2024-09-17,10,Matthew Howe
8799,357,21,2023-07-09,5,Erika Stanley
8800,480,25,2025-07-18,3,Thomas Tucker
8801,258,49,2023-12-25,8,Christine Rios
8802,458,69,2025-02-06,1,Rodney Johnson
8803,271,62,2022-12-05,7,Rodney Johnson
8804,330,91,2021-09-30,3,Ashley Williams
8805,500,47,2022-01-02,9,Cindy Clark
8806,137,67,2025-09-02,3,Christopher Johnson
8807,134,70,2022-11-08,7,Tony Diaz
8808,262,63,2023-07-10,7,David Russell
8809,84,97,2025-04-08,8,Misty Torres
8810,51,40,2022-01-16,10,Thomas Tucker
8811,205,21,2025-07-01,9,Thomas Tucker
8812,486,53,2022-04-16,7,Misty Torres
8813,141,93,2025-01-12,5,Parker Hayes
8814,102,34,2025-07-06,7,Cindy Clark
8815,177,19,2022-11-21,5,Misty Torres
8816,350,87,2021-10-08,9,Tony Diaz
8817,350,9,2023-11-01,10,Thomas Tucker
8818,388,11,2025-05-25,2,Jerry Lucero
8819,62,17,2023-11-09,2,Rodney Johnson
8820,111,7,2024-07-13,4,Angela Smith
8821,319,37,2023-03-13,3,Elizabeth Kim
8822,423,86,2022-02-06,7,George Hamilton MD
8823,414,61,2024-05-22,9,Angela Smith
8824,477,13,2022-04-18,4,Angela Smith
8825,234,90,2024-03-24,1,Debra Ruiz
8826,73,63,2023-11-18,4,Angela Smith
8827,478,24,2022-12-20,10,Angela Smith
8828,245,12,2022-03-04,7,Rodney Johnson
8829,355,20,2022-03-01,10,Misty Torres
8830,373,39,2022-05-14,9,Larry Medina
8831,88,98,2022-03-10,4,Benjamin Figueroa
8832,232,58,2022-10-19,1,Joyce Harris
8833,439,22,2024-11-20,2,Angela Smith
8834,23,47,2022-02-15,7,Thomas Tucker
8835,427,43,2025-07-19,4,Christine Rios
8836,170,91,2023-07-06,1,Elizabeth Kim
8837,481,50,2023-04-28,8,Christine Rios
8838,454,14,2023-04-16,1,David Russell
8839,174,100,2023-01-19,2,Benjamin Figueroa
8840,266,9,2023-11-04,4,Daniel Gonzalez
8841,97,19,2023-02-10,1,Matthew Howe
8842,143,2,2024-03-08,2,Erika Stanley
8843,432,2,2023-07-04,3,David Foley
8844,174,21,2025-01-24,7,Tony Diaz
8845,173,72,2022-07-22,7,Erika Stanley
8846,313,3,2025-02-12,2,Elizabeth Kim
8847,107,85,2022-07-25,6,Thomas Tucker
8848,21,98,2023-11-16,9,Thomas Tucker
8849,310,98,2023-11-22,1,Cindy Clark
8850,460,1,2023-10-12,1,Christopher Johnson
8851,150,83,2022-02-26,1,Joyce Harris
8852,394,16,2022-01-01,9,Nicole Winters
8853,452,48,2021-10-10,8,Tiffany Page
8854,156,70,2024-07-22,2,Joseph Miller
8855,85,47,2022-01-21,4,Elizabeth Kim
8856,450,75,2022-08-02,8,David Evans
8857,252,81,2023-01-28,8,Tiffany Page
8858,293,36,2023-12-25,9,Kirk Alvarez
8859,49,47,2025-01-18,2,David Evans
8860,365,10,2023-09-05,6,Jill Bonilla
8861,42,19,2025-06-22,7,Larry Medina
8862,132,31,2021-12-16,9,Jill Bonilla
8863,185,30,2022-04-15,2,Nicole Winters
8864,342,6,2024-11-03,4,Benjamin Figueroa
8865,195,32,2023-11-21,3,Tiffany Page
8866,331,60,2022-08-13,5,Thomas Tucker
8867,8,33,2023-04-18,6,Joyce Harris
8868,50,11,2024-01-03,3,Debra Ruiz
8869,376,79,2022-12-05,5,Brian Smith
8870,94,54,2023-02-13,7,Ashley Williams
8871,477,53,2024-06-04,5,Nicole Winters
8872,478,20,2021-11-23,4,David Evans
8873,388,44,2024-04-11,4,David Evans
8874,223,83,2021-10-12,2,Daniel Gonzalez
8875,296,75,2022-12-05,3,Jerry Lucero
8876,294,85,2023-11-10,6,Nicole Winters
